avg_vote,metascore,tomatometer_score,audience_score,usa_gross_income,worldwide_gross_income
4.1,41.0,23%,41%, 21215059,46546197
5.3,47.0,30%,27%, 30940691,51142659
4.4,37.0,17%,32%, 26873932,71022693
7.7,81.0,88%,74%, 290417905,896346229
6.7,41.0,32%,66%, 6253026,8692636
6.4,33.0,29%,63%, 33810189,54700105
5.8,42.0,33%,36%, 8106,16290
5.0,34.0,22%,39%, 84216833,181216833
5.7,45.0,29%,44%, 5001708,7565807
7.8,53.0,67%,67%, 81001787,115533700
6.7,62.0,61%,78%, 8940582,10156933
7.2,56.0,54%,73%, 133378256,497409852
6.8,64.0,73%,75%, 896993,4856298
7.4,67.0,86%,88%, 26782316,35825316
6.3,73.0,72%,49%, 2283914,6415017
4.8,24.0,4%,20%, 14379751,30114487
6.2,56.0,100%,87%, 39799191,76665191
7.1,47.0,49%,80%, 370782930,610061517
6.1,55.0,62%,49%, 88237754,170268750
6.1,57.0,65%,70%, 57231747,96455697
5.7,59.0,68%,48%, 65111277,65991448
6.6,52.0,32%,84%, 15520,15520
6.1,56.0,44%,33%, 744296,8784318
5.9,47.0,28%,59%, 28176497,37666766
5.6,38.0,39%,39%, 39402572,55250496
7.3,,86%,78%, 201149,201149
6.7,66.0,72%,69%, 124728738,265328738
6.1,50.0,38%,43%, 5095038,23925492
6.9,60.0,74%,67%, 31041759,93400759
5.2,33.0,13%,47%, 16703799,16930762
6.5,60.0,55%,59%, 32003620,56051920
7.1,69.0,82%,86%, 134529403,383531464
8.3,89.0,93%,94%, 34400301,72258126
5.0,34.0,14%,30%, 75847266,182290266
6.0,39.0,23%,73%, 14161590,27685016
6.5,55.0,58%,50%, 27011180,38364277
5.9,49.0,29%,28%, 5758950,8382477
6.3,43.0,27%,45%, 53790451,96269812
6.6,61.0,56%,63%, 187224490,313500433
5.7,62.0,61%,35%, 33832741,65784503
6.1,35.0,24%,57%, 120177084,300157638
6.5,62.0,53%,55%, 752148,1224975
7.5,77.0,86%,79%, 102610330,213719942
5.1,30.0,7%,39%, 12551,12551
5.9,35.0,24%,60%, 174318,174318
7.0,65.0,76%,74%, 7739049,14339171
6.2,45.0,23%,36%, 765637,1079822
7.6,81.0,94%,89%, 5739376,8701337
7.3,74.0,81%,81%, 34469210,58469210
5.7,51.0,38%,51%, 100610,100610
6.6,33.0,36%,66%, 23106,604400
7.3,46.0,50%,75%, 78378,674918
5.9,44.0,26%,47%, 88097164,171171424
6.8,48.0,45%,65%, 120908074,196482882
6.7,61.0,55%,51%, 59952835,100266865
7.1,59.0,56%,70%, 144801023,347198023
6.6,47.0,25%,64%, 2484186,4408011
6.2,57.0,51%,59%, 285585,886018
7.0,45.0,45%,79%, 834685,865028
7.0,66.0,68%,78%, 85417988,141035926
6.0,64.0,70%,46%, 37762677,57835751
5.6,39.0,16%,35%, 34297191,167298192
5.9,29.0,13%,33%, 54000,54000
6.0,72.0,75%,61%, 200081192,391081192
5.8,38.0,15%,45%, 59694580,141591324
5.7,46.0,31%,57%, 12264319,12544254
5.8,46.0,80%,66%, 138614544,190538630
6.6,34.0,34%,71%, 75076,89781
5.1,43.0,23%,25%, 12512886,14655628
6.3,46.0,31%,59%, 51882244,203567857
6.5,47.0,41%,81%, 74541707,100572044
7.5,68.0,81%,90%, 64378093,64445708
6.5,58.0,55%,60%, 125544280,362744280
6.0,38.0,25%,61%, 37486512,49718611
5.8,74.0,76%,47%, 6491969,6491969
7.7,73.0,80%,87%, 75331600,123971376
7.0,49.0,52%,67%, 8586392,18618284
6.9,57.0,54%,70%, 193595521,542063846
6.3,44.0,26%,60%, 46437717,57223890
8.0,69.0,80%,91%, 61649911,108539911
6.6,53.0,48%,66%, 13456633,18611951
5.7,38.0,26%,61%, 5645298,5923000
5.9,51.0,38%,39%, 37916267,105316267
7.1,56.0,55%,81%, 11273517,13411957
5.2,37.0,26%,34%, 134711,264505
5.1,25.0,4%,35%, 49981,1910546
5.9,25.0,12%,53%, 51438175,70067909
5.8,43.0,32%,36%, 67133509,117592831
6.3,56.0,53%,63%, 60062868,92283851
6.6,55.0,63%,75%, 12785432,20094909
6.5,55.0,60%,58%, 186336279,478207520
6.6,59.0,47%,61%, 712275,916051
4.7,34.0,11%,29%, 24409722,56681566
6.0,33.0,40%,48%, 280351,280351
4.2,32.0,13%,21%, 46752382,67192859
6.3,64.0,64%,53%, 128200012,260696994
6.1,47.0,89%,85%, 57890460,170128460
7.8,72.0,82%,90%, 119519402,186438883
4.5,32.0,14%,31%, 23630159,28818995
5.9,38.0,26%,59%, 52411906,129241130
6.7,59.0,50%,67%, 1029872,1644653
4.5,29.0,6%,44%, 31203964,31326183
7.3,54.0,71%,81%, 58236838,188133322
6.5,60.0,65%,62%, 4434432,8112712
5.7,38.0,36%,37%, 30142,30142
6.1,46.0,18%,60%, 12195626,12313323
6.3,59.0,61%,57%, 17001133,41512007
6.3,36.0,19%,52%, 54702,143451
7.0,50.0,46%,72%, 75976178,230884728
7.2,81.0,98%,86%, 218080025,550517357
5.5,45.0,32%,29%, 19478106,61746888
6.3,66.0,65%,54%, 2041014,3361213
6.6,57.0,76%,81%, 49048,49048
4.6,33.0,14%,35%, 29331068,33111460
4.3,27.0,12%,26%, 694782,694782
5.0,31.0,8%,43%, 9055921,10592180
5.9,33.0,15%,71%, 10411980,14867514
7.2,82.0,93%,80%, 870067,994790
8.3,69.0,89%,88%, 120540719,321455689
5.3,36.0,22%,37%, 20698668,22034832
7.7,61.0,77%,83%, 1082715,8203235
5.2,33.0,13%,19%, 14470947,14615099
5.0,40.0,35%,51%, 90710620,178262620
2.2,20.0,6%,16%, 17018422,57552641
7.3,55.0,61%,74%, 77872883,218685607
7.1,79.0,90%,75%, 10254979,16918723
7.3,62.0,56%,82%, 24020403,34808403
6.4,55.0,71%,60%, 1100,39663
4.9,33.0,11%,47%, 14071441,21289826
6.7,46.0,42%,64%, 6318709,8447615
5.9,21.0,12%,53%, 21398,21398
7.3,59.0,75%,77%, 59020957,102278712
7.2,70.0,73%,79%, 1266955,10012022
6.9,64.0,63%,52%, 421307,526245
6.6,46.0,46%,65%, 48022900,92913171
6.2,38.0,22%,55%, 32682342,65470529
5.9,29.0,14%,68%, 58169327,69397368
5.6,26.0,6%,26%, 22532572,72109200
5.1,56.0,53%,51%, 1339668,1808166
6.7,65.0,75%,65%, 12594698,17315318
6.9,76.0,73%,67%, 50824620,93974620
7.9,76.0,92%,93%, 13542874,30039392
6.8,55.0,52%,67%, 8334575,13924471
6.8,63.0,74%,63%, 18761993,28237190
6.5,57.0,68%,53%, 26307600,53181600
5.5,,7%,21%, 10275638,17840867
3.8,37.0,14%,70%, 40363810,48631561
4.6,40.0,26%,27%, 32238923,70992898
6.5,53.0,63%,54%, 10514,10514
6.4,77.0,76%,70%, 198000317,384335608
7.1,64.0,74%,80%, 18250550,23936908
7.1,44.0,44%,73%, 6303762,21733230
7.2,78.0,79%,79%, 699225,854994
4.5,33.0,18%,51%, 14190750,14821824
7.3,82.0,92%,81%, 7372734,11098131
7.4,25.0,4%,78%, 205165,1547008
6.3,38.0,18%,52%, 28331233,61347797
6.6,72.0,83%,51%, 206459076,474968763
5.2,42.0,39%,55%, 97446,97446
4.7,23.0,9%,33%, 22400154,45109561
6.1,65.0,78%,54%, 317101119,786636033
6.2,35.0,16%,55%, 27670986,82169884
6.6,76.0,80%,63%, 65955630,96105910
6.5,44.0,43%,57%, 114197520,256697520
4.7,27.0,12%,45%, 82674398,97918663
6.4,45.0,28%,66%, 26850426,52034891
6.9,73.0,77%,69%, 4017609,11792542
6.8,39.0,46%,76%, 173008894,347512318
7.3,83.0,96%,87%, 1270904,3910519
5.3,33.0,15%,54%, 9436390,9784050
2.4,9.0,1%,11%, 5178569,12693645
7.5,71.0,86%,84%, 101005703,217663246
5.6,41.0,24%,47%, 120146040,163733697
6.1,47.0,50%,51%, 110332737,202026112
7.0,59.0,70%,78%, 652270625,1670400637
5.5,31.0,18%,55%, 82931301,153774400
6.4,48.0,53%,60%, 42726869,55041367
6.8,41.0,24%,24%, 3626883,8342132
5.7,48.0,37%,47%, 135386665,314432837
6.7,63.0,60%,65%, 51085416,104478416
7.9,79.0,94%,91%, 318604126,585366247
7.7,73.0,82%,90%, 176241941,288702062
5.9,49.0,42%,49%, 68915888,101866030
7.0,33.0,10%,73%, 388532,389866
6.5,40.0,22%,60%, 44287,44287
6.2,32.0,11%,67%, 31726995,47096206
7.2,64.0,77%,80%, 32786074,50826898
8.2,70.0,84%,94%, 206852432,373413297
5.8,28.0,16%,58%, 155212,155212
5.8,57.0,61%,51%, 101704370,241995151
6.7,56.0,66%,77%, 1310470,1310470
4.3,19.0,6%,35%, 5655459,5758522
6.5,47.0,41%,46%, 872142,3477678
6.1,47.0,79%,70%, 58272029,80253908
7.5,71.0,78%,81%, 292353413,938580405
3.3,31.0,13%,30%, 12843849,13183426
6.4,62.0,57%,54%, 72708161,162944923
5.7,63.0,71%,33%, 30610863,54667954
4.8,34.0,25%,28%, 63313159,131426169
4.7,24.0,9%,23%, 2626800,10921200
6.5,62.0,63%,66%, 37493,37493
6.9,64.0,71%,74%, 44540956,46138887
7.5,94.0,97%,79%, 71503593,109706931
6.7,45.0,26%,61%, 2694071,2707913
6.2,49.0,96%,76%, 13399812,35060882
5.5,30.0,7%,31%, 56386759,91196419
8.2,,67%,90%, 754819,1266341
7.3,73.0,80%,85%, 2339957,11850214
5.2,43.0,35%,42%, 49772522,90754475
5.1,36.0,14%,38%, 16809014,17492014
6.2,56.0,51%,36%, 13109815,23947544
5.8,34.0,12%,9%, 1237615,1797256
7.2,65.0,68%,81%, 33987757,115505027
6.0,47.0,48%,32%, 1020656,1384395
6.7,58.0,57%,61%, 234362462,459256008
6.1,47.0,30%,40%, 21009180,34586268
7.2,74.0,89%,82%, 603951,802948
7.0,66.0,84%,66%, 86058055,128970716
5.4,44.0,20%,33%, 76231249,160864957
5.6,37.0,30%,42%, 56046979,95226116
6.6,55.0,43%,60%, 440793,4663501
5.1,33.0,14%,Nan, 80270227,111069515
5.8,45.0,21%,57%, 18801234,44434439
7.3,88.0,90%,82%, 28750530,49233161
7.8,74.0,82%,91%, 25514517,38869464
6.0,56.0,51%,38%, 31373938,41299492
5.8,51.0,38%,38%, 435746,1432799
6.7,42.0,31%,52%, 44114232,93621340
6.8,65.0,100%,84%, 2080321,42580321
5.5,27.0,6%,58%, 16535005,19770475
6.3,56.0,42%,62%, 107492,113783
8.0,80.0,95%,89%, 167445960,609447995
6.5,45.0,33%,62%, 305800,537126
8.0,90.0,95%,91%, 5820649,15622722
5.6,41.0,15%,55%, 70831760,113086475
7.7,76.0,89%,86%, 53606916,70016220
6.5,62.0,70%,69%, 58360760,69834815
6.7,82.0,90%,69%, 1000915,2766976
6.6,46.0,26%,57%, 217536138,758239851
6.3,65.0,65%,49%, 400438,6044112
8.0,96.0,96%,87%, 206445654,623722818
5.1,35.0,12%,40%, 32116746,76932872
5.0,56.0,51%,47%, 44338224,54819301
7.6,67.0,68%,71%, 3083538,4580758
4.3,26.0,3%,33%, 11989328,12506188
5.6,38.0,21%,51%, 82226474,158851357
2.9,18.0,4%,17%, 2405420,3650275
7.3,53.0,53%,72%, 423315812,1066179725
7.6,83.0,92%,84%, 3775283,13267869
7.4,51.0,64%,85%, 489389,1881975
5.3,28.0,19%,60%, 366037,1526951
6.5,31.0,31%,63%, 46982632,97607453
5.6,45.0,41%,43%, 52842724,56070433
6.5,61.0,59%,56%, 12482775,19039770
6.6,60.0,49%,49%, 1669971,4092682
6.4,47.0,37%,72%, 36323505,38505009
6.0,33.0,23%,52%, 65233369,107516369
6.4,62.0,50%,52%, 342747,345041
6.6,54.0,60%,57%, 154187,182378
6.4,66.0,83%,54%, 45806659,61315215
6.1,51.0,42%,51%, 70107728,372234864
6.6,68.0,75%,63%, 73661010,140175006
6.7,71.0,73%,57%, 77233467,100086793
5.9,47.0,26%,48%, 46464023,142400065
6.6,58.0,69%,62%, 179495555,368015934
6.7,57.0,49%,59%, 70644,1831348
5.5,54.0,43%,35%, 1180560,6856989
7.4,82.0,83%,82%, 33579797,82466670
6.2,58.0,50%,52%, 22827153,67937494
7.6,46.0,49%,84%, 56000369,103911669
4.8,46.0,33%,38%, 17083732,24829644
5.6,49.0,32%,27%, 22545080,49332692
7.3,83.0,89%,78%, 3647381,16197824
7.3,56.0,76%,88%, 120620,1635056
6.6,63.0,63%,64%, 268461,1045786
4.3,11.0,2%,32%, 4008527,4143652
5.1,43.0,33%,83%, 127287,258782
6.3,56.0,52%,58%, 43095856,85167639
7.7,87.0,87%,82%, 83043761,178062759
6.8,75.0,73%,66%, 138711,2892685
7.4,55.0,63%,82%, 15337393,15431177
6.6,53.0,51%,56%, 39569000,75505977
6.1,54.0,50%,53%, 126631277,287594577
6.4,45.0,34%,66%, 137355633,237681299
7.2,70.0,82%,85%, 61255921,61950770
7.4,87.0,97%,87%, 6529624,12594630
6.9,68.0,73%,79%, 424760,545436
5.9,49.0,40%,46%, 110359362,187281115
6.6,48.0,41%,77%, 21845719,42886719
7.3,72.0,80%,86%, 2075743,3947579
7.3,57.0,64%,85%, 67264877,76669554
4.4,43.0,26%,39%, 61123569,87134280
7.9,59.0,57%,69%, 4055,1107774
8.1,79.0,91%,94%, 23530892,33882243
6.3,52.0,90%,85%, 19398532,38058335
6.0,43.0,22%,55%, 15539051,16159325
6.8,53.0,54%,78%, 17044981,19390029
5.6,30.0,21%,58%, 113086868,198636868
7.3,68.0,69%,76%, 18337722,25211175
7.5,56.0,59%,74%, 2223293,135039924
6.9,64.0,75%,70%, 209255921,285176741
6.8,61.0,67%,74%, 97822171,169333034
4.3,39.0,23%,44%, 48116322,48551322
6.5,59.0,73%,64%, 47144110,121500821
5.5,33.0,11%,52%, 3526847,6340723
5.3,41.0,95%,72%, 32064800,68766121
5.4,29.0,14%,48%, 17326650,38159905
6.5,47.0,38%,58%, 47907715,91974818
7.3,64.0,72%,79%, 81612565,120455994
7.4,54.0,35%,83%, 57490508,162242962
6.8,67.0,89%,74%, 114053579,309979994
6.4,65.0,52%,53%, 568932,855009
6.4,48.0,79%,75%, 158119460,190320568
6.3,54.0,59%,48%, 20040895,35294470
7.1,74.0,85%,70%, 82272442,137587063
4.9,23.0,4%,54%, 617236,1127463
5.4,49.0,53%,35%, 2922354,3255426
4.8,38.0,33%,36%, 480813,7563172
7.4,42.0,33%,74%, 214307,1465077
7.4,81.0,87%,76%, 31504633,60740827
6.8,50.0,40%,63%, 35818913,162949164
7.6,62.0,61%,84%, 24149632,72617068
5.5,33.0,12%,41%, 8330720,13485145
6.7,44.0,8%,64%, 624,624
6.8,45.0,40%,82%, 11967000,12128105
6.3,62.0,47%,43%, 9016782,10156968
5.5,31.0,17%,41%, 5361,5361
7.0,47.0,25%,65%, 7459300,42064105
6.3,55.0,44%,61%, 138267,138267
6.6,51.0,52%,60%, 73078100,284139100
8.0,74.0,77%,78%, 74103820,158733820
6.7,36.0,17%,72%, 62318875,111340801
5.7,57.0,73%,45%, 150142,193968
6.7,69.0,63%,58%, 12712093,49334775
5.1,30.0,12%,28%, 15007991,33296457
4.3,26.0,5%,62%, 3102550,3344431
6.5,66.0,77%,78%, 39053061,42013878
6.4,63.0,66%,52%, 15281286,19651093
3.2,,13%,32%, 256872,315609
6.7,46.0,44%,60%, 75072454,144216468
7.5,75.0,80%,82%, 5463019,14821658
7.4,41.0,41%,79%, 6855137,9380029
8.4,89.0,93%,96%, 11286112,77356942
8.1,86.0,91%,90%, 100492203,216763646
7.1,73.0,68%,74%, 5501616,7659654
5.4,44.0,39%,41%, 275380,374743
7.1,73.0,85%,80%, 109449237,177378645
5.3,47.0,19%,36%, 37384046,102338515
6.2,37.0,95%,78%, 7221458,9450897
7.1,62.0,73%,65%, 115314,115314
7.3,58.0,59%,74%, 627844,750212
6.1,67.0,76%,51%, 29258869,64321501
6.9,41.0,37%,76%, 52597,351401
5.4,36.0,22%,43%, 31418697,56964642
6.4,64.0,80%,69%, 18098433,52858433
7.4,66.0,77%,83%, 9015303,15151744
6.5,73.0,75%,42%, 234280354,591745532
8.5,85.0,91%,94%, 132384315,291465034
7.3,83.0,85%,81%, 52898073,152523164
7.5,74.0,78%,83%, 47403685,130358645
5.8,45.0,18%,37%, 48751189,82751189
5.8,65.0,48%,46%, 32868349,34252847
6.3,53.0,37%,48%, 89707299,223387299
5.7,38.0,17%,65%, 537667,537667
6.4,52.0,56%,67%, 38399961,43343247
5.6,50.0,33%,43%, 60674817,181674817
6.3,31.0,55%,43%, 27349,1138322
7.6,56.0,65%,71%, 107509799,185258983
6.0,50.0,44%,43%, 100240551,174822325
7.3,68.0,82%,82%, 22202809,23563727
6.8,52.0,35%,73%, 52330111,114830111
6.0,55.0,51%,46%, 48006762,100076342
5.3,,87%,91%, 150000,150000
6.5,26.0,31%,64%, 66453,566611
5.9,17.0,5%,44%, 17213467,32593385
7.2,79.0,87%,70%, 13744960,46720491
7.8,68.0,82%,89%, 5128124,18297690
6.7,64.0,62%,52%, 6432256,13451186
5.4,37.0,23%,52%, 100462298,173418781
6.0,58.0,41%,52%, 322719944,804438141
6.2,59.0,63%,51%, 336530303,890871626
6.3,68.0,78%,62%, 82985708,144877632
6.8,45.0,34%,59%, 16383509,74237563
5.5,42.0,22%,52%, 72637803,116476887
6.3,29.0,22%,51%, 381420,381420
5.8,41.0,43%,57%, 54098051,117719158
7.2,51.0,52%,74%, 10144010,15978422
6.6,66.0,71%,73%, 148213377,162966177
6.3,41.0,6%,60%, 40758,40758
6.3,31.0,15%,48%, 131961,131961
6.8,48.0,34%,72%, 7500310,9411042
7.3,76.0,82%,84%, 3885134,8012838
7.2,74.0,86%,76%, 5705761,26527510
6.7,55.0,60%,60%, 3172573,3243611
7.3,57.0,59%,78%, 37770162,39947322
6.5,62.0,80%,63%, 71195053,162839667
6.2,54.0,53%,49%, 16188180,30762648
7.6,72.0,77%,81%, 23151529,85306374
7.7,52.0,61%,89%, 210614939,456068181
7.1,55.0,58%,74%, 18670946,37311672
5.9,46.0,36%,50%, 43894863,58231520
5.4,58.0,69%,49%, 34020814,62022014
6.3,50.0,22%,48%, 22991379,30526509
5.9,37.0,10%,60%, 17127992,17496992
6.6,71.0,76%,62%, 808221,2708087
7.6,78.0,83%,78%, 302305431,934326396
7.0,61.0,58%,85%, 319246193,709709780
6.8,59.0,64%,78%, 32751093,38741732
7.1,79.0,73%,69%, 33602376,65900249
7.0,58.0,61%,68%, 62658220,96889998
6.9,80.0,86%,73%, 2678691,3399228
6.2,71.0,74%,51%, 20700082,46770602
6.8,61.0,54%,63%, 234750,2846148
7.4,77.0,84%,81%, 5027684,9045364
7.6,52.0,57%,91%, 6408,203450
5.2,34.0,19%,34%, 28212337,55987321
7.0,65.0,62%,63%, 1173643,2636637
6.8,51.0,65%,64%, 166620,166620
6.4,47.0,44%,52%, 11052958,17562071
7.6,61.0,65%,84%, 15800078,74634825
4.7,45.0,20%,60%, 18844784,22164661
5.1,41.0,13%,32%, 25799486,33621851
6.7,75.0,82%,59%, 20342852,25986072
6.1,53.0,57%,44%, 50877145,86947965
6.9,79.0,81%,70%, 33256,476630
5.8,30.0,13%,53%, 39517763,51764406
7.8,67.0,92%,88%, 2938532,6887221
7.0,68.0,21%,52%, 1151330,2613717
6.6,56.0,69%,64%, 14443,144964
5.9,36.0,33%,19%, 10169202,22984628
6.8,55.0,36%,58%, 26418667,65572887
6.1,41.0,25%,61%, 7763,7763
6.9,52.0,43%,81%, 38432823,41480851
7.6,67.0,70%,82%, 1720953,4009677
6.4,71.0,79%,64%, 57891803,95577774
7.8,70.0,72%,80%, 127509326,333932083
4.7,34.0,6%,58%, 70165972,138259062
6.8,49.0,34%,74%, 672243,2635305
5.7,36.0,16%,87%, 50633099,50652203
6.5,50.0,32%,63%, 223202,2305841
5.7,57.0,55%,45%, 175281,208550
6.4,65.0,57%,56%, 15962471,60917189
4.2,36.0,8%,30%, 49662533,58388068
5.5,48.0,22%,35%, 418689,648183
6.6,66.0,75%,57%, 199176,622806
6.7,64.0,79%,70%, 58867694,149044471
7.0,54.0,57%,71%, 3951699,5254986
6.6,74.0,73%,65%, 64665672,178120010
7.1,58.0,67%,78%, 1024640,7022209
7.3,65.0,64%,84%, 24148068,26986174
5.8,56.0,60%,38%, 129664,129664
6.5,54.0,50%,67%, 130319208,230685453
7.8,81.0,91%,89%, 23637265,80577265
6.7,47.0,55%,75%, 48318130,102854431
7.7,53.0,52%,87%, 22495466,56308881
6.6,48.0,47%,64%, 6003262,33463522
5.4,34.0,12%,44%, 35374833,55060212
6.2,43.0,37%,47%, 7129,7129
7.2,38.0,57%,77%, 3860678,3876456
6.3,43.0,57%,59%, 56131,719135
4.5,33.0,17%,32%, 25881068,71239186
7.5,38.0,37%,82%, 31664162,66122026
5.9,56.0,41%,42%, 73026337,86855739
5.6,47.0,24%,52%, 88715192,128402901
7.6,65.0,79%,86%, 30236407,30271556
6.6,81.0,91%,84%, 118871849,202548575
5.9,45.0,19%,40%, 15074191,40170558
7.0,73.0,87%,74%, 4600585,5371181
7.6,71.0,86%,87%, 24793509,39323027
5.7,43.0,28%,35%, 1530535,7353118
6.5,62.0,68%,48%, 14426251,16800438
6.0,57.0,40%,43%, 115879,115879
7.1,75.0,85%,83%, 1706325,1843537
6.2,64.0,73%,54%, 70071,70071
6.6,52.0,40%,78%, 463542,463542
5.2,46.0,32%,30%, 2010,2010
6.7,47.0,49%,66%, 77222099,177238796
5.1,38.0,14%,36%, 16298046,29612137
5.8,59.0,62%,42%, 28142535,55181129
5.3,51.0,51%,61%, 18597342,22978953
6.8,49.0,52%,80%, 74494381,92374674
4.4,26.0,12%,55%, 58645052,101595121
5.3,45.0,16%,70%, 30985352,46440624
6.0,65.0,47%,43%, 63450470,163794509
7.5,68.0,69%,86%, 20678,6410058
5.0,27.0,92%,88%, 26902075,50007546
5.7,51.0,42%,44%, 14523101,16627188
4.3,26.0,6%,26%, 5971336,38629478
6.8,61.0,77%,74%, 67294270,92380927
5.9,45.0,40%,48%, 49130154,85446075
7.0,56.0,51%,76%, 47536778,86658558
7.0,39.0,25%,80%, 53695808,156835339
6.3,41.0,24%,58%, 50648679,147717833
7.8,83.0,92%,85%, 21002919,46471023
3.7,27.0,4%,19%, 29550869,46201432
6.6,40.0,37%,59%, 87039965,147748505
6.5,45.0,20%,60%, 1675241,3572632
6.3,68.0,88%,72%, 1430721,18039685
7.1,56.0,60%,73%, 85468508,299268508
5.4,53.0,42%,27%, 888975,915649
6.8,56.0,70%,70%, 220409,263200
6.4,57.0,68%,49%, 30101577,51417188
5.0,33.0,11%,40%, 39143839,70711175
6.9,56.0,48%,55%, 3337931,5969708
6.5,32.0,17%,63%, 5244,25116
7.5,82.0,85%,79%, 13569248,20138836
4.7,38.0,16%,32%, 7749851,11994195
6.4,57.0,46%,59%, 11614790,15852401
6.1,50.0,40%,50%, 13983,107259
6.1,57.0,53%,82%, 21000147,21893591
8.2,62.0,73%,90%, 70511035,132511035
4.3,29.0,8%,48%, 1069318,1082784
7.2,71.0,85%,75%, 26024456,57130027
6.5,47.0,34%,55%, 45090374,66980456
6.2,36.0,20%,57%, 20578909,26810113
6.2,42.0,28%,53%, 18211013,77421190
8.3,92.0,98%,89%, 415004880,1066969703
5.1,41.0,22%,39%, 119436770,292817841
6.2,40.0,32%,32%, 27276,1549251
6.5,73.0,77%,62%, 194523,195254
7.3,91.0,96%,64%, 56441711,123384128
5.1,17.0,9%,50%, 15032800,18707966
6.7,62.0,75%,71%, 4299773,5710236
7.3,72.0,85%,81%, 18848430,18948425
5.5,25.0,11%,64%, 59843754,64957291
7.3,40.0,25%,76%, 3960414,4693440
4.9,46.0,11%,29%, 2216,2216
6.5,49.0,33%,54%, 125322469,371353001
7.2,,100%,78%, 2105352,22181516
6.4,69.0,86%,63%, 7802450,12834936
6.5,67.0,83%,54%, 10227,10227
5.4,14.0,15%,55%, 18901,18901
8.0,85.0,92%,91%, 227471070,442824138
6.2,52.0,61%,58%, 2956339,3826568
5.7,51.0,26%,35%, 32381,427083
7.5,73.0,87%,83%, 215434591,631746197
5.1,24.0,10%,55%, 23086480,27105095
7.6,84.0,91%,89%, 12899867,85585177
7.3,86.0,89%,81%, 182207973,275293450
6.6,40.0,34%,57%, 72266306,151161491
5.5,38.0,6%,51%, 53412862,72028752
4.9,37.0,40%,61%, 654132,745327
7.3,89.0,91%,79%, 128505958,261572744
6.5,76.0,78%,71%, 103365956,154937680
6.2,61.0,47%,45%, 131719,243524
6.1,35.0,64%,34%, 17341,17341
7.6,68.0,74%,83%, 39868642,87892388
6.1,49.0,35%,40%, 36280697,77920346
7.5,68.0,77%,75%, 3909149,15001776
7.7,78.0,89%,77%, 33080084,84785914
5.6,36.0,8%,49%, 25126214,62771059
7.4,71.0,89%,87%, 1457843,3579902
7.3,56.0,53%,82%, 24602291,29625761
6.3,64.0,70%,68%, 118594548,145708642
6.5,71.0,83%,62%, 69705,648121
5.4,29.0,10%,36%, 10232081,30822861
7.5,69.0,82%,84%, 31524275,47664559
6.6,55.0,44%,77%, 34742066,65742992
6.2,48.0,56%,33%, 95953,108187
5.4,35.0,3%,38%, 61626,78731
7.5,69.0,74%,85%, 8060487,26522838
6.2,41.0,33%,42%, 79957634,287046800
5.9,51.0,40%,35%, 7836393,10639686
6.4,49.0,41%,59%, 227946274,624386771
6.5,44.0,19%,66%, 47986,47986
6.2,,83%,77%, 942756,3370142
6.6,65.0,86%,67%, 149260504,554987477
5.1,38.0,16%,47%, 75030163,249488115
7.8,80.0,91%,91%, 59891098,100523181
6.5,24.0,14%,60%, 20361,20361
5.2,55.0,30%,25%, 251495,251495
5.5,33.0,23%,45%, 71726025,87528173
5.9,40.0,31%,63%, 292437,5798974
7.6,69.0,75%,78%, 3440718,26935618
6.1,,58%,68%, 3275444,25229168
6.6,63.0,56%,57%, 36895141,65664721
8.0,64.0,63%,90%, 57377916,171720398
5.9,55.0,61%,53%, 47326473,80578934
5.9,30.0,29%,42%, 8050977,10103323
6.5,44.0,54%,55%, 26403,3419456
3.7,36.0,15%,17%, 23649127,38756278
6.8,64.0,80%,61%, 71985628,132033383
5.9,43.0,38%,42%, 13869515,39232113
4.9,46.0,32%,75%, 15778152,15778152
7.0,72.0,86%,72%, 1692693,2522787
7.4,76.0,93%,87%, 412563408,821847012
5.8,45.0,34%,46%, 118703275,204963084
5.5,34.0,6%,57%, 82571173,129181830
6.4,43.0,42%,60%, 36316032,75677515
7.6,72.0,94%,86%, 20292962,34612443
6.0,49.0,34%,33%, 1308696,5914908
5.6,19.0,5%,57%, 35017297,59192128
5.5,36.0,25%,49%, 42285169,72785169
4.7,32.0,17%,39%, 84500122,110768122
7.1,47.0,39%,59%, 63414846,101344412
4.2,,31%,26%, 44999,44999
6.2,54.0,55%,42%, 19363565,35300645
6.0,41.0,58%,62%, 47219,47219
6.4,56.0,52%,49%, 33302167,229736344
5.9,40.0,27%,58%, 472185,472185
7.0,59.0,65%,61%, 64038616,180557550
5.5,46.0,26%,55%, 8117637,8224998
6.2,41.0,35%,60%, 54149098,95608995
7.5,62.0,80%,85%, 95020213,97470701
4.6,22.0,39%,31%, 16273581,21510851
6.5,47.0,33%,67%, 13090630,17858059
6.4,52.0,52%,58%, 41778863,69623713
7.6,76.0,86%,85%, 88513495,184376254
5.6,69.0,76%,34%, 33190,97522
7.9,79.0,87%,84%, 124987023,609016565
4.8,27.0,11%,27%, 20264436,29907685
8.0,64.0,67%,87%, 163566459,307077295
6.3,45.0,43%,79%, 33741133,57194667
6.7,54.0,48%,68%, 5520368,5520368
6.5,55.0,71%,56%, 39123589,54806823
6.4,35.0,37%,42%, 2778752,19151797
7.7,74.0,87%,89%, 17606684,48363516
